event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI7754,21-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),Miners (Mali),7,27,,466,Western Africa,Mali,Gao,Gao,N'tillit,Intahaka,16.2036,-0.4769,2,Undisclosed Source,Local partner-Other,"Looting: On 21 November 2022, IS Sahel militants intercepted several vehicles carrying gold miners and seized one vehicle between Intahaka and Wabaria (Gao, Gao).",0,,1669658926
MLI7755,21-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),Pastoralists (Mali),7,27,,466,Western Africa,Mali,Gao,Ansongo,Ansongo,Ansongo,15.6597,0.5022,2,Studio Tamani,National,"Looting: On 21 November 2022, suspected IS Sahel militants seized livestock belonging to pastoralists in Zakoyre, about 5km from Ansongo (Ansongo, Gao).",0,,1702343216
MLI7740,21-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Refugees/IDPs (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Gounzoureye,Arhabou,16.164,0.0014,1,AFP; AP; Studio Tamani; Twitter; Undisclosed Source,Local partner-Other,"On 21 November 2022, IS Sahel militants attacked an IDP site in Arhabou (Gao, Gao). At least eleven people were killed, one wounded, and tents and other materiel burned.",11,,1702343216
MLI7736,20-Nov-22,2022,1,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Segou,Niono,Sokolo,Togofo Bali,14.8453,-6.2429,1,FAMAMali; Whatsapp,New media-National,"On 20 November 2022, FAMa carried out an operation against presumed JNIM militants gathering in Togofo Bali (Niono, Segou). Six militants were 'neutralized' (presumably killed), one FAMa vehicle recovered, and five motorcycles, one AK-47 rifle, two land mines, one IED in the process of being manufactured, and 50kg bag of fertilizer and other items were seized, according to a FAMa report.",6,,1669658926
MLI7749,20-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),Military Forces of Mali (2021-); Arab Ethnic Group (Mali); Women (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,Undisclosed Source; Twitter,Local partner-Other,"On 20 November 2022, an unidentified armed group attacked a vehicle carrying an off-duty FAMa soldier and his wife from the Arab community in the Touloup quarter in the town of Menaka (Menaka, Menaka). The woman was killed and the soldier wounded.",1,,1669658926
MLI7743,20-Nov-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Labor Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Douentza,Hombori,Hombori,15.279,-1.7004,2,Undisclosed Source,Local partner-Other,"On 20 November 2022, JNIM militants killed a merchant and seized two vehicles on the road between Hombori (Douentza, Mopti) and Gossi (Gourma-Rharous, Tombouctou).",1,,1669658926
MLI7756,20-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Mopti,Douentza,Mondoro,Hanfaso,14.8176,-1.1906,1,Undisclosed Source,Local partner-Other,"Looting: On 20 November 2022, IS Sahel militants burned houses and seized livestock in the village of Hanfaso (Douentza, Mopti).",0,,1669658926
MLI7730,20-Nov-22,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Mali (2021-),,1,Civilians (Mali),JNIM: Group for Support of Islam and Muslims,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Mopti,Fatoma,Koundioli,14.5969,-3.8732,1,FAMAMali; Undisclosed Source; Whatsapp,Local partner-Other,"On 20 November 2022, the Malian air force conducted an airstrike in the village of Koundioli (Mopti, Mopti). Several people were wounded among them a militant and civilians including women and houses were damaged or destroyed. FAMa said in a statement that they 'neutralized five militants' and seized an AK-47 and two magazines.",0,,1670870899
MLI7760,20-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Labor Group (Mali),7,27,,466,Western Africa,Mali,Sikasso,Yorosso,Koury,Koury,12.184,-4.8028,2,Studio Tamani,National,"Looting: On 20 November 2022, presumed JNIM militants intercepted and seized a vehicle belonging to a mining company after stripping the occupants of their belongings near Koury (Yorosso, Sikasso).",0,,1702343216
MLI7729,20-Nov-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Germany),Catholic Christian Group (International),7,27,Civilian targeting,466,Western Africa,Mali,Bamako,Bamako,Commune III,Bamako,12.65,-8,1,aBamako; AFP; AMAP; Essor; Facebook; Journal Missions; Studio Tamani; Twitter; Whatsapp,New media-Subnational,"On 20 November 2022, a German Catholic priest who went missing is believed to have been kidnapped by suspected JNIM militants in the capital of Bamako (Bamako, Bamako). He was released on 26 November 2023 and returned to Germany.",0,,1702343216
MLI7727,19-Nov-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (Sahel),,2,Civilians (Mali),Labor Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Gao,Ansongo,Tessit,Tarianda,15.4244,0.374,1,Whatsapp; Twitter; Undisclosed Source,Local partner-Other,"On 19 November 2022, IS Sahel militants abducted marketgoers and drivers along with three transport vehicles in Tarianda (Ansongo, Gao). The passengers and the drivers were respectively released in Tin Anor and Tadjalalt.",0,,1669658926
MLI7752,19-Nov-22,2022,1,Strategic developments,Strategic developments,Change to group/activity,Mutiny of Military Forces of Mali (2021-),,1,,,0,10,,466,Western Africa,Mali,Tombouctou,Niafunke,Lere,Lere,15.7118,-4.9118,1,Undisclosed Source; Whatsapp; Twitter,Local partner-Other,"Change to armed group: On 19 November 2022, two national guards deserted along with a vehicle, an unspecified number of weapons and ammunition in the town of Lere (Niafunke, Tombouctou). Heavy gunfire was reported in the town following the desertion.",0,,1669658926
MLI7739,19-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Douentza,Mondoro,Eghaye,14.9379,-1.1539,1,Undisclosed Source,Local partner-Other,"On 19 November 2022, IS Sahel militants killed two Fulani men in Eghaye (Douentza, Mopti).",2,,1669658926
MLI7731,19-Nov-22,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Mali (2021-),,1,Islamic State (Sahel),,2,12,,466,Western Africa,Mali,Gao,Ansongo,Tessit,Tadjalalt,15.1493,0.3916,2,Undisclosed Source,Local partner-Other,"On 19 November 2022, the Malian air force carried out airstrikes against suspected IS Sahel militant positions in the area of Tadjalalt (Ansongo, Gao). Casualties unknown.",0,,1669658926
MLI7822,19-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),JNIM: Group for Support of Islam and Muslims,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Mopti,Konna,Koko,14.8896,-3.8085,1,FAMAMali,National,"On 19 November 2022, FAMa killed three militant watchmen (suspected to be JNIM) and seized their equipment in Koko (Mopti, Mopti), according to a government statement.",3,,1680570803
MLI7823,19-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),JNIM: Group for Support of Islam and Muslims,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Bankass,Sokoura,Sama,13.5902,-3.9506,2,FAMAMali,National,"On 19 November 2022, FAMa killed thirteen militant watchmen (suspected to be JNIM) during a reconnaissance offensive in the areas of Sama, Segue, and Toun (Bankass, Mopti), according to a government statement. Fatalities are split across three events.",4,,1680570803
MLI7824,19-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),JNIM: Group for Support of Islam and Muslims,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Bankass,Sokoura,Toun,13.5466,-3.9085,2,FAMAMali,National,"On 19 November 2022, FAMa killed thirteen militant watchmen (assumed unarmed, suspected to be JNIM) during a reconnaissance offensive in the areas of Toun, Segue, and Sama (Bankass, Mopti), according to a government statement. Fatalities are split across three events.",4,,1680570803
MLI7825,19-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),JNIM: Group for Support of Islam and Muslims,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Bankass,Segue,Segue,13.8444,-3.7526,2,FAMAMali,National,"On 19 November 2022, FAMa killed thirteen militant watchmen (suspected to be JNIM) during a reconnaissance offensive in the areas of Segue, Toun, and Sama (Bankass, Mopti), according to a government statement. Fatalities are split across three events.",5,,1680570803
MLI7837,19-Nov-22,2022,1,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Sikasso,Sikasso,Dialakoro,Kobala,12.0051,-6.0527,1,FAMAMali,National,"On 19 November 2022, FAMa conducted an air and ground operation and killed a militant watchman (suspected to be JNIM) and seized an AK-47 and ammunition in Kobala (Sikasso, Sikasso), according to a government statement.",1,,1680570803
MLI7841,19-Nov-22,2022,1,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Mopti,Fatoma,Koundioli,14.5969,-3.8732,1,FAMAMali,National,"On 19 November 2022, FAMa conducted an air and ground operation and two militants (suspected to be JNIM) in Koundioli and Trompesse (Mopti, Mopti), according to a government statement. Fatalities are split across two events.",1,,1680570803
MLI7842,19-Nov-22,2022,1,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Mopti,Fatoma,Trompesse,14.5916,-3.9305,1,FAMAMali,National,"On 19 November 2022, FAMa conducted an air and ground operation and two militants (suspected to be JNIM) in Trompesse and Koundioli (Mopti, Mopti), according to a government statement. Fatalities are split across two events.",1,,1680570803
MLI7683,18-Nov-22,2022,1,Demonstrations,Riots,Violent demonstration,Rioters (Mali),,5,,,0,50,,466,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,Facebook; Whatsapp,New media,"On 18 November 2022, a number of people demonstrated and barricaded the road with vehicles in front of the governorate of Taoudenni in the town of Timbuktu (Tombouctou, Tombouctou). The demonstrators denounced the management of the regional authorities and the governor.",0,crowd size=no report,1669053773
MLI7705,18-Nov-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Dozo Communal Militia (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Segou,Niono,Sokolo,Sokolo,14.7328,-6.1219,2,Undisclosed Source,Local partner-Other,"On 18 November 2022, JNIM militants abducted two Donso militiamen (assumed unarmed) in the area of Sokolo (Niono, Segou).",0,,1669053774
MLI7718,18-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Police Forces of Mali (2021-),7,27,,466,Western Africa,Mali,Segou,Tominian,Benena,Benena,13.12,-4.3652,1,Whatsapp,New media,"Property destruction: On 18 November 2022, presumed JNIM militants burned the house of customs officer in the town of Benena (Benena, Tominian).",0,,1669053774
MLI7764,18-Nov-22,2022,1,Strategic developments,Strategic developments,Other,Civilians (Mali),Refugees/IDPs (Mali),7,,,0,70,,466,Western Africa,Mali,Menaka,Menaka,Menaka,Inarinkadane,15.6972,2.7346,1,Whatsapp,New media,"Displacement: On 18 November 2022, residents left the village of Inarinkadane (Menaka, Menaka), following threats by IS Sahel militants.",0,,1669658926
MLI7667,18-Nov-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,,466,Western Africa,Mali,Segou,Tominian,Benena,Benena,13.12,-4.3652,2,FAMAMali; Undisclosed Source; Whatsapp,Local partner-Other,"On 18 November 2022, presumed JNIM militants ambushed a national guard unit between Benena and Tominian (Tominian, Segou). Four soldiers were killed, others wounded, and vehicle burned. JNIM claimed responsibility by statement and in two videos showing the soldiers killed and weapons, ammo, and vehicle seized.",4,,1680570800
MLI7712,18-Nov-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (International),,3,Civilians (Mali),Women (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Bamako,Bamako,Commune III,Bamako,12.65,-8,1,aBamako; Koro Kibaru; Mali Actu; Studio Tamani; Twitter; Whatsapp,New media-National,"On 18 November 2022, an unidentified armed group abducted ten people including three women and six children at a domicile in the capital of Bamako (Bamako, Bamako). Malian special forces carried out an operation on 27 November, liberating the hostages and arresting the presumed assailants of an international criminal group or drug traffickers composed of four individuals of different nationalities.",0,,1702343216
MLI7716,17-Nov-22,2022,1,Political violence,Battles,Armed clash,Kalako Communal Militia (Mali),,4,Kalana Communal Militia (Mali),,4,44,,466,Western Africa,Mali,Sikasso,Yanfolila,Gouandiaka,Kalana,10.7864,-8.1963,1,Essor; Undisclosed Source; Facebook; Whatsapp,Local partner-Other,"On 17 November 2022, residents armed with rifles from the villages of Kalako and Kalana clashed due to a land dispute at an artisanal mining site in the village of Kalana (Yanfolila, Sikasso). Dozens of people were wounded including several severely, and shops, cars, and motorcycles burned. Unconfirmed reports suggested that between two to six people were killed.",0,,1669053773
MLI7732,17-Nov-22,2022,1,Political violence,Battles,Armed clash,Islamic State (Sahel),,2,JNIM: Group for Support of Islam and Muslims,,2,22,,466,Western Africa,Mali,Mopti,Douentza,Mondoro,Boulkessi,14.7983,-1.3025,2,Undisclosed Source,Local partner-Other,"On 17 November 2022, IS Sahel and JNIM militants clashed near Boulkessi (Douentza, Mopti). Casualties unknown.",0,,1669658926
MLI7680,16-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group; Dan Na Ambassagou,1,Civilians (Mali),Farmers (Mali),7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Mopti,Fatoma,Niakongo,14.6178,-4.0048,1,Undisclosed Source; Twitter,Local partner-Other,"On 16 November 2022, FAMa soldiers, Wagner mercenaries, and Dan Na Ambassagou militiamen killed a farmer and seized hundreds of livestock in the village of Niakongo (Mopti, Mopti).",1,,1669053773
MLI7697,16-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Menaka,Menaka,Menaka,Inarinkadane,15.6972,2.7346,1,Twitter,New media,"Looting: On 16 November 2022, IS Sahel militants seized a vehicle and livestock and ordered residents to leave in the village of Inarinkadane (Menaka, Menaka).",0,,1669053774
MLI7719,16-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Tombouctou,Goundam,Tele,Fatakara,16.4786,-3.7573,1,Undisclosed Source,Local partner-Other,"Looting: On 16 November 2022, presumed JNIM militants burned a school and looted the canteen in the village of Fatakara (Goundam, Tombouctou).",0,,1669053774
MLI7672,16-Nov-22,2022,1,Political violence,Battles,Armed clash,Wagner Group,Military Forces of Mali (2021-),8,Islamic State (Sahel),,2,28,,466,Western Africa,Mali,Gao,Ansongo,Ouattagouna,Ankoum,15.246,0.7132,1,FAMAMali; Undisclosed Source,Local partner-Other,"On 16 November 2022, Wagner mercenaries part of an FAMa escort mission captured and killed two presumed IS Sahel militants by slitting their throats in Ankoum (Ansongo, Gao). A motorcycle was burned and weapons seized.",2,,1670870899
MLI7703,16-Nov-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Aid Workers (Mali); Health Workers (Mali); Labor Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Bandiagara,Bara Sara,Parou,14.1891,-3.7488,2,Koro Kibaru; Le Pays Dogon; Studio Tamani; Undisclosed Source; Whatsapp,Local partner-Other,"On 16 November 2022, presumed JNIM militants abducted three people, including a local aid worker of an international NGO, a health worker, and a driver aboard a vehicle between Parou and Songobia (Bandiagara, Mopti) and Bankass (Bankass, Mopti). The driver was released the same day, and the health workers on 26 January 2023.",0,,1702343216
MLI7675,15-Nov-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Farmers (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Bandiagara,Doucoumbo,Bodio,14.2482,-3.6883,2,Twitter; Undisclosed Source,Local partner-Other,"On 15 November 2022, JNIM militants killed a farmer while he returned from his farmland near the village of Bodio (Bandiagara, Mopti).",1,,1669053773
MLI7711,15-Nov-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Tuareg Ethnic Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Tombouctou,Goundam,Tin Aicha,Tangata,16.6897,-4.2088,2,Undisclosed Source; Twitter,Local partner-Other,"On 15 November 2022, JNIM militants abducted a Tuareg man for cutting wood in the area of Tangata (Goundam, Tombouctou).",0,,1669053773
MLI7692,15-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),Pastoralists (Mali),7,27,,466,Western Africa,Mali,Gao,Gao,Gounzoureye,Tacharane,16.1515,0.0708,2,Undisclosed Source,Local partner-Other,"Looting: On 15 November 2022, IS Sahel militants seized livestock at a nomad camp about 2km from the village of Tacharane (Gao, Gao).",0,,1669053774
MLI7694,15-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Menaka,Menaka,Menaka,In-Agar,16.0636,2.2744,1,Undisclosed Source,Local partner-Other,"Looting: On 15 November 2022, IS Sahel militants seized livestock in the village of In-Agar (Menaka, Menaka).",0,,1669053774
MLI7677,15-Nov-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Bankass,Lessagou Habe,Nassagou,13.8344,-3.6981,1,Studio Tamani,Subnational,"On 15 November 2022, presumed JNIM militants attacked the village of Nassagou (Bankass, Mopti). One person was killed, others wounded, and supplies and livestock seized.",1,,1702343216
MLI7668,14-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),Fulani Ethnic Group (Mali); Farmers (Mali),7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Koro,Dougoutene I,Derou,14.0391,-3.2347,2,Undisclosed Source; Whatsapp,Local partner-Other,"On 14 November 2022, Malian soldiers killed four people including three farmers and an elderly man from the Fulani community in the hamlets of Thiaguel Issa and Thiaguel Belco, near the village of Derou (Koro, Mopti).",4,,1669053773
MLI7682,14-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),Labor Group (Mali),7,17,Civilian targeting,466,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,Maliweb; Twitter; Facebook,New media-National,"On 14 November 2022, two drunken soldiers assaulted and killed a gas station employee in the town of Timbuktu (Tombouctou, Tombouctou).",1,,1669053773
MLI7696,14-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Gao,Gao,Gabero,Todyel,15.971,0.1706,1,Twitter; Undisclosed Source,Local partner-Other,"Looting: On 14 November 2022, IS Sahel militants seized livestock in the village of Todyel (Gao, Gao).",0,,1669053773
MLI7726,14-Nov-22,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Mali),Women (Mali),6,,,0,60,,466,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Whatsapp; Undisclosed Source,Local partner-Other,"On 14 November 2022, a number of women demonstrated in the town of Kidal (Kidal, Kidal). The demonstrators denounced violence against women after a woman was assaulted following a land dispute.",0,crowd size=no report,1669053773
MLI7699,14-Nov-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Dozo Communal Militia (Mali),,4,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali),7,47,Civilian targeting,466,Western Africa,Mali,Segou,Niono,Yeredon Saniona,Werekala,14.3279,-5.9468,1,Undisclosed Source,Local partner-Other,"On 14 November 2022, Donso militiamen abducted a Fulani man in the village of Werekala (Niono, Segou).",0,,1669053774
MLI7695,14-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Gao,Gao,Gabero,Kobe,16.0484,0.1113,1,Undisclosed Source,Local partner-Other,"Looting: On 14 November 2022, IS Sahel militants seized livestock in the village of Kobe (Gao, Gao).",0,,1669053774
MLI7693,14-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Menaka,Tidermene,Tidermene,Agare MBaou,16.2071,2.1911,1,Undisclosed Source,Local partner-Other,"Looting: On 14 November 2022, IS Sahel militants seized livestock in the village of Agare Mbaou (Tidermene, Menaka).",0,,1669053774
MLI7709,14-Nov-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Labor Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Sikasso,Yorosso,Boura,Kian,12.3432,-4.4243,1,Undisclosed Source,Local partner-Other,"On 14 November 2022, presumed JNIM militants abducted a merchant in the village of Kian (Yorosso, Sikasso).",0,,1669053774
MLI7690,14-Nov-22,2022,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Douentza,Koubewel Koundia,Sinda,15.0329,-3.0802,1,Whatsapp,New media,"Defusal: On 14 November 2022, Malian soldiers defused an IED discovered by residents and likely planted by JNIM militants in the village of Sinda (Douentza, Mopti).",0,,1669053774
MLI7706,14-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Farmers (Mali),7,27,,466,Western Africa,Mali,Segou,Tominian,Lanfiala,Beredougou,13.4726,-4.0282,1,Studio Tamani,National,"Property destruction: On 14 November 2022, presumed JNIM militants burned houses and harvest in the village of Beredougou (Tominian, Segou).",0,,1702343216
MLI7723,13-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,,466,Western Africa,Mali,Sikasso,Koutiala,Tao,Pala,12.6177,-5.627,2,Undisclosed Source; Whatsapp,Local partner-Other,"Looting: On 13 November 2022, an unidentified armed group intercepted several vehicles and stripped the occupants of their belongings near the village of Pala (Koutiala, Sikasso).",0,,1669053773
MLI7713,13-Nov-22,2022,1,Political violence,Battles,Armed clash,Islamic State (Sahel),,2,JNIM: Group for Support of Islam and Muslims,,2,22,,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,Tin Tabakat,15.0936,-0.7274,2,Undisclosed Source,Local partner-Other,"On 13 November 2022, IS Sahel and JNIM militants clashed in the area of Tin Tabakat (Gourma-Rharous, Tombouctou). Casualties unknown.",0,,1669053774
MLI7714,13-Nov-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Islamic State (Sahel),,2,22,,466,Western Africa,Mali,Gao,Gao,N'tillit,Tatakarat,15.2541,-0.6813,2,Undisclosed Source,Local partner-Other,"On 13 November 2022, JNIM and IS Sahel militants clashed in the area of Tatakarat (Gao, Gao). Casualties unknown.",0,,1669053774
MLI7679,13-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Mopti,Koubaye,Kalloye,14.3553,-4.4531,2,Undisclosed Source,Local partner-Other,"On 13 November 2022, FAMa and Wagner conducted an air-supported operation against a hamlet near the village of Kalloye (Mopti, Mopti). The forces fired upon residents from a helicopter, killed an elderly man, and burned houses. Four people went missing.",1,,1669053774
MLI7691,13-Nov-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Dozo Communal Militia (Mali),,4,Civilians (Mali),Bambara Ethnic Group (Mali),7,47,Civilian targeting,466,Western Africa,Mali,Segou,Niono,Mariko,Bougouni,14.4183,-6.0027,2,Undisclosed Source,Local partner-Other,"On 13 November 2022, Donso militiamen abducted a Bambara man accused of being a Donso militia deserter in the commune of Mariko, location coded as Bougouni (Niono, Segou).",0,,1669053774
MLI7688,13-Nov-22,2022,1,Strategic developments,Strategic developments,Other,Civilians (Mali),,7,,,0,70,,466,Western Africa,Mali,Kayes,Diema,Gomitradougou,Gomitradougou,14.4479,-8.3733,1,Whatsapp,New media,"Displacement: On 13 November 2022, several residents fled the village of Gomitradougou (Diema, Kayes), following an incursion by an unidentified armed group.",0,,1669053774
MLI7707,12-Nov-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Government of Mali (2021-),7,27,,466,Western Africa,Mali,Segou,Tominian,Mandiakuy,Mandiakuy,13.0179,-4.466,1,Whatsapp; Undisclosed Source,Local partner-Other,"Property destruction: On 12 November 2022, presumed JNIM militants fired warning shots and burned the subprefecture in the town of Mandiakuy (Tominian, Segou).",0,,1669053773
MLI7702,12-Nov-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (Sahel),,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Anderamboukane,Anderamboukane,Anderamboukane,15.422,3.0224,1,Undisclosed Source,Local partner-Other,"On 12 November 2022, IS Sahel militants abducted a man suspected of using drugs in the town of Anderamboukane (Anderamboukane, Menaka). The man was released after paying a financial penalty and being whipped in public on 15 November.",0,,1669053774
MLI7701,12-Nov-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Dozo Communal Militia (Mali),,4,Civilians (Mali),,7,47,Civilian targeting,466,Western Africa,Mali,Segou,Niono,Sirifila Boundy,Ndebougou,14.3732,-5.9765,2,Undisclosed Source,Local partner-Other,"On 12 November 2022, Donso militiamen abducted a man searching for firewood in a forest near Ndebougou (Niono, Segou).",0,,1669053774
MLI7681,12-Nov-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),,1,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali); Labor Group (Mali),7,17,Civilian targeting,466,Western Africa,Mali,Segou,Niono,Niono,Niono,14.2526,-5.993,1,Undisclosed Source,Local partner-Other,"On 12 November 2022, Malian soldiers conducted an operation in the town of Niono (Niono, Segou). A Fulani merchant was killed and two other people were hit by stray bullets.",1,,1669053774
